EquipmentID,TechnicianID,MaintenanceDate,MaintenanceTypeID,Description
1759,411,1/3/2023,8,Preventive maintenance
1159,1612,6/4/2023,3,Preventive maintenance
4505,3660,10/9/2023,6,Calibrated equipment for accuracy
954,2089,8/1/2023,8,Disinfection and sterilization
3924,2166,10/13/2023,8,Diagnostic tests and troubleshooting
5915,2536,2/18/2023,1,Replaced worn-out components
1048,3983,11/17/2023,6,Calibrated equipment for accuracy
2342,13,7/8/2023,8,Preventive maintenance
5349,2987,8/14/2023,8,Preventive maintenance
5183,3669,2/8/2023,1,Disinfection and sterilization
5194,2169,4/30/2023,8,Lubricated moving parts
2284,3526,11/12/2023,5,Checked and tightened loose connections
1844,446,10/8/2023,9,Preventive maintenance
3332,3043,10/26/2023,4,Verified calibration accuracy
4608,2173,7/21/2023,7,Replaced faulty sensor
4490,2441,1/15/2023,9,Emergency repair
448,2990,11/1/2023,8,Diagnostic tests and troubleshooting
3180,359,4/7/2023,5,Routine inspection and cleaning
4216,3851,4/13/2023,7,Diagnostic tests and troubleshooting
2419,3698,6/20/2023,5,Emergency repair
2628,2364,5/14/2023,2,Preventive maintenance
4399,1615,10/23/2023,4,Safety inspection and compliance check
4977,2112,2/1/2023,1,Emergency repair
4808,4944,4/19/2023,6,Replaced worn-out components
5798,3459,7/4/2023,9,Preventive maintenance
5356,1160,6/4/2023,5,Calibrated equipment for accuracy
2539,1157,1/17/2023,5,Preventive maintenance
4001,3117,6/26/2023,5,Diagnostic tests and troubleshooting
5213,727,5/30/2023,4,Safety inspection and compliance check
472,4977,8/3/2023,6,Calibrated equipment for accuracy
2223,3376,2/12/2023,4,Routine inspection and cleaning
1893,3465,7/7/2023,6,Diagnostic tests and troubleshooting
3805,3222,6/18/2023,7,Disinfection and sterilization
90,1887,3/23/2023,2,Replaced faulty sensor
1105,242,1/15/2023,2,Checked and tightened loose connections
5443,1633,3/19/2023,7,Checked and tightened loose connections
363,606,8/23/2023,8,Lubricated moving parts
5676,1244,6/13/2023,7,Verified calibration accuracy
1153,2633,4/23/2023,4,Routine inspection and cleaning
1748,2102,5/12/2023,5,Safety inspection and compliance check
1666,4754,10/31/2023,6,Verified calibration accuracy
4682,3173,3/2/2023,7,Emergency repair
5616,2664,2/12/2023,3,Checked and tightened loose connections
3075,825,9/29/2023,5,Disinfection and sterilization
479,2473,11/6/2023,3,Preventive maintenance
2769,2320,10/25/2023,4,Replaced worn-out components
5751,777,8/12/2023,6,Diagnostic tests and troubleshooting
2521,9,7/17/2023,7,Lubricated moving parts
1345,777,10/5/2023,9,Verified calibration accuracy
1537,1173,5/30/2023,5,Checked and tightened loose connections
1352,2562,12/27/2023,6,Verified calibration accuracy
828,2723,3/3/2023,5,Safety inspection and compliance check
5777,265,8/27/2023,7,Replaced worn-out components
4429,1898,11/2/2023,2,Routine inspection and cleaning
2982,2166,8/12/2023,4,Performed software update
3159,2150,4/13/2023,3,Checked and tightened loose connections
4479,1368,3/22/2023,9,Routine inspection and cleaning
86,2559,7/31/2023,1,Emergency repair
620,4054,5/8/2023,2,Replaced worn-out components
5511,3369,6/24/2023,3,Safety inspection and compliance check
866,1219,6/29/2023,2,Safety inspection and compliance check
2253,3940,5/17/2023,5,Emergency repair
5210,686,5/5/2023,1,Verified calibration accuracy
1621,1255,2/5/2023,6,Routine inspection and cleaning
3418,508,11/5/2023,4,Emergency repair
4512,3995,2/1/2023,7,Preventive maintenance
5147,4083,4/25/2023,1,Lubricated moving parts
5486,3705,2/25/2023,2,Performed software update
5646,2566,5/22/2023,4,Calibrated equipment for accuracy
1074,2838,12/29/2023,4,Disinfection and sterilization
1495,4106,7/13/2023,4,Checked and tightened loose connections
106,696,4/21/2023,1,Verified calibration accuracy
1100,1387,12/4/2023,3,Routine inspection and cleaning
3939,1626,11/13/2023,6,Disinfection and sterilization
462,1070,4/3/2023,5,Checked and tightened loose connections
1303,2571,11/25/2023,3,Lubricated moving parts
5912,945,1/21/2023,3,Replaced worn-out components
4773,3869,6/13/2023,6,Calibrated equipment for accuracy
4986,2851,11/28/2023,2,Verified calibration accuracy
1810,2343,1/13/2023,3,Routine inspection and cleaning
5792,1824,1/19/2023,9,Performed software update
4171,2047,4/17/2023,1,Checked and tightened loose connections
2648,1217,7/24/2023,6,Diagnostic tests and troubleshooting
1340,1340,6/2/2023,1,Replaced faulty sensor
1725,2412,8/31/2023,9,Performed software update
5666,1115,3/2/2023,8,Checked and tightened loose connections
1540,243,4/30/2023,4,Lubricated moving parts
5742,1963,1/13/2023,3,Emergency repair
1866,2969,9/25/2023,4,Verified calibration accuracy
837,4452,2/26/2023,7,Routine inspection and cleaning
1934,2416,2/3/2023,1,Calibrated equipment for accuracy
4498,4927,3/31/2023,8,Diagnostic tests and troubleshooting
3958,1788,10/8/2023,6,Performed software update
1626,4336,12/21/2023,8,Verified calibration accuracy
4835,3072,5/30/2023,9,Calibrated equipment for accuracy
2509,2381,10/3/2023,4,Verified calibration accuracy
1169,3790,1/2/2023,2,Routine inspection and cleaning
328,3495,11/23/2023,2,Disinfection and sterilization
4585,828,9/9/2023,7,Replaced faulty sensor
4308,3959,2/25/2023,6,Calibrated equipment for accuracy
4454,1438,9/26/2023,7,Performed software update
1749,677,6/29/2023,4,Replaced worn-out components
4992,4417,4/16/2023,6,Checked and tightened loose connections
3738,171,8/20/2023,1,Calibrated equipment for accuracy
5617,4228,9/24/2023,4,Replaced worn-out components
3559,363,8/14/2023,2,Emergency repair
3987,1010,2/21/2023,8,Disinfection and sterilization
5580,717,1/12/2023,9,Performed software update
3983,1496,1/15/2023,6,Safety inspection and compliance check
4787,2460,3/31/2023,7,Verified calibration accuracy
4142,318,8/15/2023,2,Emergency repair
336,2289,6/4/2023,8,Performed software update
4925,1669,11/26/2023,2,Lubricated moving parts
3344,1108,1/31/2023,6,Lubricated moving parts
5964,1691,2/12/2023,9,Diagnostic tests and troubleshooting
1120,4233,6/24/2023,6,Checked and tightened loose connections
917,2788,2/27/2023,9,Calibrated equipment for accuracy
5569,4424,12/24/2023,4,Checked and tightened loose connections
1954,4763,4/5/2023,1,Preventive maintenance
949,4991,4/8/2023,2,Replaced faulty sensor
5190,3814,7/18/2023,5,Performed software update
5457,1349,7/18/2023,6,Checked and tightened loose connections
2603,712,9/8/2023,1,Routine inspection and cleaning
754,4693,7/22/2023,7,Routine inspection and cleaning
3428,643,10/17/2023,7,Safety inspection and compliance check
1664,1387,2/9/2023,9,Routine inspection and cleaning
4139,3465,8/1/2023,2,Preventive maintenance
5066,306,5/7/2023,8,Diagnostic tests and troubleshooting
5661,1439,12/2/2023,5,Verified calibration accuracy
4989,1830,5/2/2023,3,Emergency repair
3157,4390,3/1/2023,1,Disinfection and sterilization
2540,881,1/29/2023,5,Performed software update
314,3587,8/15/2023,9,Disinfection and sterilization
5858,520,9/4/2023,4,Diagnostic tests and troubleshooting
4665,4179,3/26/2023,2,Preventive maintenance
5766,1396,9/14/2023,6,Performed software update
1224,3299,11/24/2023,3,Safety inspection and compliance check
787,1039,6/25/2023,7,Performed software update
2414,4489,4/2/2023,9,Preventive maintenance
5636,4728,11/24/2023,4,Lubricated moving parts
1195,7,11/29/2023,8,Replaced faulty sensor
5434,4279,1/10/2023,7,Verified calibration accuracy
4127,3585,9/29/2023,8,Lubricated moving parts
156,1310,9/14/2023,8,Checked and tightened loose connections
801,1529,4/10/2023,4,Calibrated equipment for accuracy
5655,388,8/12/2023,3,Replaced worn-out components
4357,164,3/12/2023,2,Replaced worn-out components
3164,819,10/1/2023,1,Verified calibration accuracy
4749,4723,4/7/2023,4,Disinfection and sterilization
4337,3087,4/28/2023,3,Routine inspection and cleaning
5487,1175,10/30/2023,3,Checked and tightened loose connections
3552,4123,3/14/2023,4,Performed software update
1757,144,10/27/2023,5,Performed software update
3953,3604,7/30/2023,5,Calibrated equipment for accuracy
1501,1847,2/20/2023,8,Routine inspection and cleaning
4796,525,9/30/2023,1,Replaced worn-out components
2353,3365,11/23/2023,9,Lubricated moving parts
3970,4710,3/24/2023,8,Disinfection and sterilization
5140,4595,6/2/2023,8,Replaced faulty sensor
3851,1678,9/25/2023,4,Verified calibration accuracy
4177,2873,4/3/2023,8,Checked and tightened loose connections
1855,49,8/7/2023,3,Verified calibration accuracy
694,2352,2/3/2023,8,Preventive maintenance
4040,4042,10/1/2023,1,Disinfection and sterilization
1538,1993,2/27/2023,7,Disinfection and sterilization
4952,456,2/5/2023,7,Replaced faulty sensor
5564,837,9/24/2023,9,Lubricated moving parts
5358,4667,1/31/2023,9,Replaced worn-out components
4878,4415,12/23/2023,6,Checked and tightened loose connections
2537,3420,6/18/2023,7,Checked and tightened loose connections
2299,875,8/19/2023,2,Verified calibration accuracy
1845,2873,5/21/2023,4,Calibrated equipment for accuracy
3655,772,5/4/2023,2,Disinfection and sterilization
3185,1711,2/8/2023,8,Verified calibration accuracy
5434,1661,1/4/2023,3,Diagnostic tests and troubleshooting
5784,4012,6/26/2023,6,Emergency repair
3940,1940,3/14/2023,9,Verified calibration accuracy
2540,3306,8/15/2023,4,Performed software update
3985,609,12/5/2023,7,Verified calibration accuracy
4391,1976,9/25/2023,3,Preventive maintenance
1531,1097,2/22/2023,4,Performed software update
3550,467,4/19/2023,9,Emergency repair
296,2272,1/4/2023,8,Disinfection and sterilization
4079,1606,12/2/2023,4,Calibrated equipment for accuracy
621,3638,9/14/2023,2,Replaced worn-out components
997,2951,6/19/2023,5,Safety inspection and compliance check
3098,4284,4/30/2023,9,Routine inspection and cleaning
845,533,8/8/2023,9,Calibrated equipment for accuracy
4654,2271,5/21/2023,1,Performed software update
3542,4514,3/18/2023,9,Emergency repair
5135,1106,9/29/2023,5,Calibrated equipment for accuracy
4381,4768,1/27/2023,1,Diagnostic tests and troubleshooting
5513,3917,11/15/2023,5,Disinfection and sterilization
5581,4359,11/26/2023,7,Verified calibration accuracy
733,3795,11/3/2023,5,Checked and tightened loose connections
4583,3698,9/21/2023,6,Safety inspection and compliance check
3004,3759,12/22/2023,3,Checked and tightened loose connections
4862,3552,6/11/2023,6,Emergency repair
4630,695,6/13/2023,5,Emergency repair
5844,4153,7/29/2023,4,Routine inspection and cleaning
3157,3390,7/14/2023,7,Replaced worn-out components
1515,2748,4/7/2023,9,Performed software update
3504,531,7/21/2023,7,Emergency repair
5062,4106,10/17/2023,2,Routine inspection and cleaning
1844,3710,3/24/2023,7,Lubricated moving parts
476,211,3/8/2023,1,Lubricated moving parts
1669,3606,2/7/2023,5,Lubricated moving parts
4159,725,7/20/2023,8,Replaced faulty sensor
3159,892,7/29/2023,9,Calibrated equipment for accuracy
3237,3202,1/27/2023,3,Emergency repair
3975,3190,11/15/2023,7,Performed software update
5210,3839,11/19/2023,7,Routine inspection and cleaning
305,444,3/21/2023,9,Replaced faulty sensor
1105,3239,12/4/2023,2,Performed software update
280,4425,12/2/2023,5,Diagnostic tests and troubleshooting
503,1792,12/26/2023,9,Lubricated moving parts
3813,3050,8/16/2023,1,Diagnostic tests and troubleshooting
2815,4495,1/25/2023,2,Preventive maintenance
1529,800,11/25/2023,7,Lubricated moving parts
2822,359,10/18/2023,8,Verified calibration accuracy
4222,360,4/19/2023,9,Emergency repair
2526,2644,9/20/2023,2,Verified calibration accuracy
486,4200,12/27/2023,3,Performed software update
5823,2257,8/19/2023,7,Performed software update
4628,3260,10/3/2023,7,Routine inspection and cleaning
5415,3064,10/18/2023,4,Replaced faulty sensor
4148,868,4/27/2023,6,Safety inspection and compliance check
848,536,7/15/2023,4,Diagnostic tests and troubleshooting
1101,159,10/22/2023,3,Preventive maintenance
2008,4003,9/12/2023,1,Replaced faulty sensor
4178,3389,12/12/2023,5,Replaced worn-out components
582,1369,9/13/2023,9,Performed software update
5670,4581,9/10/2023,4,Lubricated moving parts
75,3504,5/17/2023,7,Replaced faulty sensor
4478,2204,4/13/2023,5,Preventive maintenance
1024,1945,6/26/2023,2,Lubricated moving parts
3763,547,2/24/2023,7,Safety inspection and compliance check
5400,3018,9/2/2023,3,Diagnostic tests and troubleshooting
4494,4068,2/15/2023,1,Replaced worn-out components
5399,3988,11/23/2023,8,Disinfection and sterilization
492,2349,12/26/2023,6,Disinfection and sterilization
4926,3735,8/1/2023,2,Performed software update
5041,2593,7/4/2023,3,Disinfection and sterilization
3683,1565,5/26/2023,6,Calibrated equipment for accuracy
688,3717,12/9/2023,8,Routine inspection and cleaning
3631,436,6/11/2023,1,Replaced faulty sensor
3127,3789,2/6/2023,8,Emergency repair
1057,3328,1/29/2023,2,Disinfection and sterilization
5124,4818,3/23/2023,9,Checked and tightened loose connections
2974,469,7/16/2023,4,Performed software update
5186,2156,8/8/2023,2,Performed software update
1801,3993,1/19/2023,5,Checked and tightened loose connections
1823,4800,6/9/2023,9,Replaced faulty sensor
4322,1045,9/1/2023,6,Performed software update
4088,2528,8/29/2023,9,Routine inspection and cleaning
3989,2803,3/7/2023,4,Checked and tightened loose connections
2524,4667,6/4/2023,4,Calibrated equipment for accuracy
5846,4843,11/16/2023,4,Performed software update
996,2675,8/30/2023,2,Lubricated moving parts
3727,4458,10/13/2023,6,Checked and tightened loose connections
5740,3130,1/18/2023,3,Replaced faulty sensor
3639,4979,2/19/2023,6,Safety inspection and compliance check
4595,1602,2/19/2023,9,Lubricated moving parts
101,3194,10/3/2023,1,Diagnostic tests and troubleshooting
1792,2600,9/3/2023,7,Replaced faulty sensor
2538,1232,11/5/2023,6,Disinfection and sterilization
2370,4503,9/26/2023,1,Checked and tightened loose connections
1899,2596,8/25/2023,6,Preventive maintenance
4205,657,1/19/2023,7,Emergency repair
4063,989,5/24/2023,8,Preventive maintenance
2822,411,4/13/2023,2,Calibrated equipment for accuracy
1630,900,8/29/2023,4,Replaced worn-out components
4528,965,4/24/2023,7,Emergency repair
4941,3882,1/3/2023,5,Disinfection and sterilization
3720,1976,5/31/2023,5,Preventive maintenance
5882,2590,7/10/2023,6,Checked and tightened loose connections
3358,1620,8/9/2023,5,Safety inspection and compliance check
761,4481,11/12/2023,8,Performed software update
5190,3416,12/3/2023,8,Replaced worn-out components
5919,4014,4/19/2023,5,Replaced worn-out components
1695,1296,5/26/2023,6,Calibrated equipment for accuracy
4306,4708,5/24/2023,4,Lubricated moving parts
3560,3957,2/15/2023,7,Performed software update
1971,3483,5/6/2023,4,Replaced faulty sensor
1422,2474,5/9/2023,2,Preventive maintenance
517,2285,10/3/2023,4,Replaced worn-out components
2776,3408,8/6/2023,6,Checked and tightened loose connections
2152,1917,3/22/2023,7,Safety inspection and compliance check
165,1828,7/8/2023,2,Emergency repair
5283,3263,5/28/2023,6,Replaced faulty sensor
3640,2349,6/24/2023,2,Checked and tightened loose connections
5820,2605,1/19/2023,6,Performed software update
2140,3758,2/9/2023,3,Lubricated moving parts
5921,3799,1/7/2023,2,Replaced faulty sensor
3451,1941,6/7/2023,6,Lubricated moving parts
4358,4034,5/6/2023,2,Diagnostic tests and troubleshooting
2359,587,12/20/2023,7,Calibrated equipment for accuracy
75,959,1/5/2023,3,Replaced faulty sensor
948,2054,12/10/2023,2,Disinfection and sterilization
3698,427,8/5/2023,6,Emergency repair
4701,1683,5/16/2023,9,Replaced faulty sensor
2915,468,2/15/2023,1,Replaced worn-out components
3485,4499,7/3/2023,7,Routine inspection and cleaning
142,2350,5/14/2023,2,Calibrated equipment for accuracy
283,691,12/20/2023,1,Preventive maintenance
2055,3839,1/28/2023,5,Safety inspection and compliance check
3772,3958,1/9/2023,6,Replaced worn-out components
2766,423,8/8/2023,4,Diagnostic tests and troubleshooting
4419,4364,1/20/2023,9,Performed software update
4555,838,2/22/2023,4,Disinfection and sterilization
27,2828,2/19/2023,3,Disinfection and sterilization
3487,1311,1/9/2023,3,Emergency repair
4197,306,3/31/2023,2,Emergency repair
4892,1581,3/29/2023,5,Checked and tightened loose connections
5348,2260,8/30/2023,4,Calibrated equipment for accuracy
4583,2283,3/5/2023,2,Replaced worn-out components
1341,1270,7/11/2023,2,Routine inspection and cleaning
62,3951,2/28/2023,8,Preventive maintenance
435,4618,2/5/2023,1,Routine inspection and cleaning
5060,2079,12/25/2023,2,Emergency repair
1930,4270,4/19/2023,9,Routine inspection and cleaning
2314,2735,6/10/2023,6,Disinfection and sterilization
663,3871,3/21/2023,7,Replaced faulty sensor
3335,4753,9/23/2023,6,Disinfection and sterilization
4688,1890,8/15/2023,7,Replaced faulty sensor
4608,418,10/17/2023,8,Replaced worn-out components
4825,592,11/16/2023,3,Emergency repair
1347,329,9/10/2023,2,Disinfection and sterilization
327,1529,10/1/2023,1,Safety inspection and compliance check
3828,4868,4/19/2023,2,Checked and tightened loose connections
2979,3654,11/1/2023,5,Disinfection and sterilization
492,116,4/9/2023,5,Safety inspection and compliance check
2442,1192,5/25/2023,4,Disinfection and sterilization
